id,title,description,release_year,runtime,genres,production_countries,my_rating,description_join
tm347060,Poster Boys,Life of three men comes in trouble when their photos appear on advertisement for sterilization.,2017,128,['comedy'],['IN'],5.4,life three men come trouble photo appear advertisement sterilization
tm478147,The Lost Café,"An uplifting story about a girl's decision to rise above her dark family secrets, heartbreak and culture shock to live out her dreams abroad.",2018,76,"['drama', 'comedy']","['NG', 'NO']",5.033336283932418,uplifting story girl decision rise dark family secret heartbreak culture shock live dream abroad
tm374656,Zion,"A portrait of Zion Clark, a young wrestler who was born without legs and grew up in foster care.",2018,10,"['documentation', 'drama']",['US'],6.500000000000001,portrait zion clark young wrestler born without leg grew foster care
tm430059,The Hows of Us,A young couple dream of growing old together as they deal with the struggles of being in a long-term relationship.,2018,117,"['drama', 'romance', 'comedy']",['PH'],6.699999999999998,young couple dream growing old together deal struggle longterm relationship
tm434179,Two Catalonias,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,2018,116,"['documentation', 'history', 'european']",['ES'],6.577417376752438,lawmaker activist conflicting ideology speak complexity catalonia politics fight independence spain
tm443073,"Out of Many, One","The U.S. has long offered a promise of opportunity to immigrants, but currently immigration has become a divisive issue. This documentary illustrates how an understanding of our history and democracy is essential to constructive debate, informed civic participation and shaping a new class of citizens.",2018,35,['documentation'],['US'],5.8,long offered promise opportunity immigrant currently immigration become divisive issue documentary illustrates understanding history democracy essential constructive debate informed civic participation shaping new class citizen
tm445258,Marriage Palace,"Marriage Palace is a comedy movie which takes us back to the 1990s in Punjab when a village boy, along with a friend, moves to the big city in pursuit of his one true love.",2018,102,['comedy'],['XX'],6.852507101688905,marriage palace comedy movie take back 1990s punjab village boy along friend move big city pursuit one true love
tm346334,Out of Thin Air,"Set within the stark Icelandic landscape, OUT OF THIN AIR examines the 1976 police investigation into the disappearance of two men in the early 1970s.",2017,85,"['crime', 'documentation']","['IS', 'GB']",6.184231258952983,set within stark icelandic landscape thin air examines 1976 police investigation disappearance two men early 1970s
tm294696,Bygones Be Bygones,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,2017,103,['comedy'],['TR'],5.954973233127783,mother plan find bachelor son match derails new prospect turn sinister scheme unfold
tm332500,Finally Found Someone,"Aprilyn who is left by his groom on the day of their wedding becomes viral online. Devastated, she meets Raffy who works at a PR agency hired by the father of the groom who will help her move on.",2017,118,"['comedy', 'romance']",['PH'],6.175055856943022,aprilyn left groom day wedding becomes viral online devastated meet raffy work agency hired father groom help move
tm325610,Chris D'Elia: Man on Fire,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",2017,65,"['comedy', 'documentation']",['US'],6.310062400457634,unbridled comic chris delia reconsiders approach major life event like marriage kid buying pant friend
tm351505,The Reservoir Game,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",2017,100,['documentation'],['KR'],8.746063324203156,investigative reporter seek expose whereabouts slush fund belonging former president south korea lee myungbak
tm423315,Pacíficum,"Documentary that studies the history, development, fauna and flora of the Peruvian coast.",2017,74,['documentation'],['PE'],5.602810390542216,documentary study history development fauna flora peruvian coast
tm423593,Aruna & Her Palate,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",2018,106,"['drama', 'romance']",['ID'],6.751389962869899,epidemiologist turn nationwide bird flu investigation chance sample local delicacy route three friend along ride
tm434126,Rafinha Bastos: Ultimatum,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",2018,62,['comedy'],['BR'],6.771089012805361,offcolor joke nearly cost everything brazilian comic rafinha bastos talk much divorce finding love
tm332572,Meghnadbodh Rohoshyo,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",2017,122,['thriller'],['IN'],5.590204590663932,professor mysteriously vanishes leaving behind host suspect shadowy history clue anonymous birthday gift bengali classic
tm411508,Mahi NRI,"Set primarily in the UK's second largest city Birmingham, Mera Mahi NRI (My Beloved Non-Resident Indian) is a realistic multi- cultural comedy drama that follows the life of a student 'freshie' (a term used to describe somebody who is from the sub-continent who has recently arrived in the UK and who has very little experience of the British way of life).",2017,132,"['drama', 'comedy']",['IN'],2.2539811191106853,set primarily second largest city birmingham mera mahi nri beloved nonresident indian realistic multi cultural comedy drama follows life student freshie term used describe somebody subcontinent recently arrived little experience british way life
